;pseudo_provisoire;adresse_cleaned;codepost;nom_commune_postal;longitude_ref;latitude_ref;requete;x;y;score;trust_score;street;city;pc_city;code_dept;address
15474;0290086L; ROUTE DE PLOUZANE;29290;SAINT-RENAN;-4.62753666617135;48.423783157290295; ROUTE DE PLOUZANE 29290 SAINT-RENAN;-4.627536;48.423783;0.9555699999999998;high;ROUTE DE PLOUZANE;SAINT-RENAN;29290;29;ROUTE DE PLOUZANE 29290 SAINT-RENAN
15478;0950022H; RUELLE DU MOULIN;95130;FRANCONVILLE;2.2234491656713344;48.99350924453712; RUELLE DU MOULIN 95130 FRANCONVILLE;2.233045;48.986414;0.9663981818181817;high;RUELLE DU MOULIN;FRANCONVILLE;95130;95;RUELLE DU MOULIN 95130 FRANCONVILLE
15493;0261357J; QUARTIER ;26300;BOURG-DE-PÉAGE;5.046669371506536;45.00514498037118; QUARTIER  26300 BOURG-DE-PÉAGE;5.079972;45.016873;0.5531963636363636;middle;QUARTIER LES CHANTERELLES;BOURG-DE-PÉAGE;26300;26;QUARTIER LES CHANTERELLES 26300 BOURG-DE-PÉAGE
15514;0491992Z; RUE DU CHEMIN DES DAMES;49230;SÈVREMOINE;-1.130070618063408;47.11932798305907; RUE DU CHEMIN DES DAMES 49230 SÈVREMOINE;-1.16701;47.14327;0.4851376859504131;middle;RUE DES DEUX CHÊNES (TILLIÈRES);SÈVREMOINE;49230;49;RUE DES DEUX CHÊNES (TILLIÈRES) 49230 SÈVREMOINE
15535;0260991L; RUE LOUIS LE CARDONNEL;26100;ROMANS-SUR-ISÈRE;5.042130032791637;45.053631983263; RUE LOUIS LE CARDONNEL 26100 ROMANS-SUR-ISÈRE;5.038513;45.055944;0.9739227272727272;high;RUE LOUIS LE CARDONNEL;ROMANS-SUR-ISÈRE;26100;26;RUE LOUIS LE CARDONNEL 26100 ROMANS-SUR-ISÈRE
15548;0301852A; CHEMIN DU MAS SAINT JEAN;30700;UZÈS;4.427805580208914;44.02509174058086; CHEMIN DU MAS SAINT JEAN 30700 UZÈS;4.415397;43.992091;0.9514672727272726;high;CHEMIN DU MAS SAINT-JEAN;UZÈS;30700;30;CHEMIN DU MAS SAINT-JEAN 30700 UZÈS
15591;0831752D; PLACE DE LA REPUBLIQUE;83480;PUGET-SUR-ARGENS;6.681285397799272;43.4558244384817; PLACE DE LA REPUBLIQUE 83480 PUGET-SUR-ARGENS;6.681285;43.455824;0.5681662566844919;middle;RUE DE LA LIBERTÉ;PUGET-SUR-ARGENS;83480;83;RUE DE LA LIBERTÉ 83480 PUGET-SUR-ARGENS
15646;0660283Z; AVENUE PASTEUR;66130;ILLE-SUR-TÊT;2.6220557615976987;42.67132904879563; AVENUE PASTEUR 66130 ILLE-SUR-TÊT;2.622056;42.671329;0.9662172727272728;high;AVENUE PASTEUR;ILLE-SUR-TÊT;66130;66;AVENUE PASTEUR 66130 ILLE-SUR-TÊT
15683;0010977G; ALLEE VICTOR HUGO;1200;VALSERHÔNE;5.813613979889589;46.11609943204214; ALLEE VICTOR HUGO 1200 VALSERHÔNE;5.813183;46.116746;0.6600827272727272;middle;RUE VICTOR HUGO;VALSERHÔNE;01200;01;RUE VICTOR HUGO 01200 VALSERHÔNE
15685;0370033K;63 RUE DU COLOMBIER;37074;TOURS;0.7032795856209748;47.418102805373934;63 RUE DU COLOMBIER 37074 TOURS;-1.16296;46.166087;0.39120475935828875;low;RUE COLOMBIER;LA ROCHELLE;17000;17;RUE COLOMBIER 17000 LA ROCHELLE
15697;0441875Z; RUE DE TREVELLEC;44220;COUËRON;-1.6999602321558562;47.21720820830678; RUE DE TREVELLEC 44220 COUËRON;-1.688955;47.217109;0.53428;middle;RUE DE LA SALLE;COUËRON;44220;44;RUE DE LA SALLE 44220 COUËRON
15736;0331337Z; PLACE DU GENERAL DE GAULLE;33260;LA TESTE-DE-BUCH;-1.1527324714990057;44.538653519818666; PLACE DU GENERAL DE GAULLE 33260 LA TESTE-DE-BUCH;-1.133459;44.636473;0.9598045454545453;high;PLACE DU GENERAL DE GAULLE;LA TESTE-DE-BUCH;33260;33;PLACE DU GENERAL DE GAULLE 33260 LA TESTE-DE-BUCH
15780;0641373V; RUE D ELISSACILIO;64700;HENDAYE;-1.771593464715676;43.37118978278296; RUE D ELISSACILIO 64700 HENDAYE;-1.758069;43.362749;0.5506214049586777;middle;RUE D ORIO;HENDAYE;64700;64;RUE D ORIO 64700 HENDAYE
15798;0133100Z; QUARTIER ;13710;FUVEAU;5.553669846046841;43.452838795187255; QUARTIER  13710 FUVEAU;5.56978;43.46316;0.5855518181818181;middle;QUARTIER SAINT CLÉ;FUVEAU;13710;13;QUARTIER SAINT CLÉ 13710 FUVEAU
15816;0595026T; SQUARE COPERNIC;59820;GRAVELINES;2.1172101605145466;50.99800471503036; SQUARE COPERNIC 59820 GRAVELINES;2.11883;50.996164;0.6149399999999999;middle;SQUARE CHENIER;GRAVELINES;59820;59;SQUARE CHENIER 59820 GRAVELINES
15844;0011028M; PLACE ;1700;MIRIBEL;4.952199544231597;45.82267019350871; PLACE  1700 MIRIBEL;5.206792;45.486146;0.6102673796791445;middle;PLACE MIRIBEL;CHÂTONNAY;38440;38;PLACE MIRIBEL 38440 CHÂTONNAY
15867;0741766T;115 ROUTE DE TANINGES;74100;ANNEMASSE;6.2396101645759225;46.19859195664222;115 ROUTE DE TANINGES 74100 ANNEMASSE;6.277191;46.185085;0.6498118181818181;middle;115 ROUTE DE TANINGES;VÉTRAZ-MONTHOUX;74100;74;115 ROUTE DE TANINGES 74100 VÉTRAZ-MONTHOUX
15886;0931764M;6 RUE SAINT LOUIS;93500;PANTIN;2.418140466498763;48.891413265246925;6 RUE SAINT LOUIS 93500 PANTIN;2.41814;48.891413;0.966740909090909;high;6 RUE SAINT - LOUIS;PANTIN;93500;93;6 RUE SAINT - LOUIS 93500 PANTIN
15891;0211143D; RUE DE BRETAGNE;21130;AUXONNE;5.409300467312793;47.19250090450839; RUE DE BRETAGNE 21130 AUXONNE;5.408931;47.192749;0.9528736363636362;high;RUE DE BRETAGNE;AUXONNE;21130;21;RUE DE BRETAGNE 21130 AUXONNE
15918;0910509J; RUE RENOIR;91600;SAVIGNY-SUR-ORGE;2.3403800488760957;48.672728406694766; RUE RENOIR 91600 SAVIGNY-SUR-ORGE;2.34038;48.672728;0.7023809090909091;middle;RUE AUGUSTE RENOIR;SAVIGNY-SUR-ORGE;91600;91;RUE AUGUSTE RENOIR 91600 SAVIGNY-SUR-ORGE
15922;0491204T;8 RUE DE LA BOUCLE D OR;49110;MONTREVAULT-SUR-EVRE;-1.0811303731246458;47.30001024846026;8 RUE DE LA BOUCLE D OR 49110 MONTREVAULT-SUR-EVRE;-1.044094;47.260651;0.5223227272727272;middle;RUE DE L ÈVRE (MONTREVAULT);MONTREVAULT-SUR-ÈVRE;49110;49;RUE DE L ÈVRE (MONTREVAULT) 49110 MONTREVAULT-SUR-ÈVRE
15923;0311329B;9 AVENUE DES PYRENEES;31242;L'UNION;1.4863196177633384;43.65780725233942;9 AVENUE DES PYRENEES 31242 L'UNION;2.368593;48.690694;0.4531480519480519;middle;9 AVENUE DE L UNION;JUVISY-SUR-ORGE;91260;91;9 AVENUE DE L UNION 91260 JUVISY-SUR-ORGE
15944;0342167W; AVENUE DU PIN;34140;MÈZE;3.595200555190244;43.42199876686488; AVENUE DU PIN 34140 MÈZE;3.59419;43.42174;0.6391401298701298;middle;AVENUE DES PINS;MÈZE;34140;34;AVENUE DES PINS 34140 MÈZE
15966;0870256F;18 RUE DU PUY LAS RODAS;87100;LIMOGES;1.2378151832083215;45.82747066373654;18 RUE DU PUY LAS RODAS 87100 LIMOGES;1.237815;45.827471;0.800172870813397;middle;18 RUE DU PUY LAS RODAS;LIMOGES;87000;87;18 RUE DU PUY LAS RODAS 87000 LIMOGES
15973;0134101M;538 CHEMIN DE LA MADRAGUEVILLE;13015;MARSEILLE 15E  ARRONDISSEMENT;5.355397620915075;43.34696856228714;538 CHEMIN DE LA MADRAGUEVILLE 13015 MARSEILLE 15E  ARRONDISSEMENT;5.358877;43.332747;0.5846520979020978;middle;CHEMIN DE LA MADRAGUE VILLE;MARSEILLE;13015;13;CHEMIN DE LA MADRAGUE VILLE 13015 MARSEILLE
16028;0951909J;8 RUE JULES FERRY;95360;MONTMAGNY;2.338939659700138;48.96445296387383;8 RUE JULES FERRY 95360 MONTMAGNY;2.333824;48.955805;0.9674709090909089;high;8 RUE JULES FERRY;MONTMAGNY;95360;95;8 RUE JULES FERRY 95360 MONTMAGNY
16034;0420852Y;1 RUE DES RIVES D ONZON;42350;LA TALAUDIÈRE;4.436179986809898;45.482783894153314;1 RUE DES RIVES D ONZON 42350 LA TALAUDIÈRE;4.413783;45.471864;0.5186709090909091;middle;1 ALLEE DE L’ONZON;LA TALAUDIÈRE;42350;42;1 ALLEE DE L’ONZON 42350 LA TALAUDIÈRE
16051;0110426D; RUE D AOSTE;11100;NARBONNE;3.017290087622277;43.193468062241365; RUE D AOSTE 11100 NARBONNE;3.018501;43.194774;0.9696963636363637;high;RUE D AOSTE;NARBONNE;11100;11;RUE D AOSTE 11100 NARBONNE
16071;7200732H;  ;20290;BORGO;9.441482551097469;42.55959682177368;   20290 BORGO;9.465271;42.577196;0.9456118181818182;high;BORGO;BORGO;20290;2B;BORGO
16075;0880151L; RUE DE LA TUILERIE;88108;SAINT-DIÉ-DES-VOSGES;6.949055257801907;48.2965377650545; RUE DE LA TUILERIE 88108 SAINT-DIÉ-DES-VOSGES;1.190698;43.512258;0.35997446640316205;low;LA TUILERIE;SAINT-LYS;31470;31;LA TUILERIE 31470 SAINT-LYS
16095;0331466P; RUE JEAN GIONO;33700;MÉRIGNAC;-0.6483234737251388;44.85185428016866; RUE JEAN GIONO 33700 MÉRIGNAC;-0.648785;44.851973;0.9667199999999998;high;RUE JEAN GIONO;MÉRIGNAC;33700;33;RUE JEAN GIONO 33700 MÉRIGNAC
16115;0160134J; IMPASSE D AUVERGNE;16000;ANGOULÊME;0.1723302812069881;45.65545678409936; IMPASSE D AUVERGNE 16000 ANGOULÊME;0.172567;45.656009;0.9612663636363635;high;IMPASSE D AUVERGNE;ANGOULÊME;16000;16;IMPASSE D AUVERGNE 16000 ANGOULÊME
16133;0301225U; ROUTE DE SAINT GILLES;30129;MANDUEL;4.468340160523008;43.8011729964282; ROUTE DE SAINT GILLES 30129 MANDUEL;4.469438;43.815356;0.7327390909090908;middle;RUE DE SAINT GILLES;MANDUEL;30129;30;RUE DE SAINT GILLES 30129 MANDUEL
16155;0280936R; BOULEVARD DE L EUROPE;28100;DREUX;1.3486195535970578;48.73580575607825; BOULEVARD DE L EUROPE 28100 DREUX;1.347715;48.738851;0.9686645454545454;high;BOULEVARD DE L EUROPE;DREUX;28100;28;BOULEVARD DE L EUROPE 28100 DREUX
16216;0490404Y;1 RUE DU FIEF PRIEUR;49230;SÈVREMOINE;-1.19202940493836;47.09961471295977;1 RUE DU FIEF PRIEUR 49230 SÈVREMOINE;-0.995534;47.1248;0.3926022727272727;low;1 PLACE DU PRIEURÉ (ST MACAIRE-EN-MAUGES);SÈVREMOINE;49230;49;1 PLACE DU PRIEURÉ (ST MACAIRE-EN-MAUGES) 49230 SÈVREMOINE
16256;0062086K;13 RUE AUGUSTE ESCOFFIER;6300;NICE;7.292590007351519;43.72081975756415;13 RUE AUGUSTE ESCOFFIER 6300 NICE;7.272342;43.696952;0.5176357342657342;middle;CALADA AUGUSTE ESCOFFIER;NICE;06000;06;CALADA AUGUSTE ESCOFFIER 06000 NICE
16261;0341878G;26 AVENUE DE BOLOGNE;34080;MONTPELLIER;3.817879986260926;43.62733639754391;26 AVENUE DE BOLOGNE 34080 MONTPELLIER;3.817694;43.627304;0.6609750776053215;middle;26 RUE DE BOLOGNE;MONTPELLIER;34000;34;26 RUE DE BOLOGNE 34000 MONTPELLIER
16306;0010607E; PLACE FRANCOIS MITTERRAND;1300;BELLEY;5.6912197502067645;45.75468826065705; PLACE FRANCOIS MITTERRAND 1300 BELLEY;0.225409;49.146138;0.6200172027972028;middle;PLACE FRANÇOIS MITTERRAND;LISIEUX;14100;14;PLACE FRANÇOIS MITTERRAND 14100 LISIEUX
16331;0211143D; RUE DE BRETAGNE;21130;AUXONNE;5.409300467312793;47.19250090450839; RUE DE BRETAGNE 21130 AUXONNE;5.408931;47.192749;0.9528736363636362;high;RUE DE BRETAGNE;AUXONNE;21130;21;RUE DE BRETAGNE 21130 AUXONNE
16336;0911789A; RUE D ARCACHON;91440;BURES-SUR-YVETTE;2.16069196716985;48.67832268139128; RUE D ARCACHON 91440 BURES-SUR-YVETTE;2.160692;48.678323;0.9505981818181817;high;RUE D ARCACHON;BURES-SUR-YVETTE;91440;91;RUE D ARCACHON 91440 BURES-SUR-YVETTE
16342;0410791M; ALLEE D AQUITAINE;41007;BLOIS;1.3381996605420738;47.60149889885521; ALLEE D AQUITAINE 41007 BLOIS;0.897377;47.638237;0.20436636363636362;low;IMPASSE LE CLOS DES BLOTS;AUTHON;41310;41;IMPASSE LE CLOS DES BLOTS 41310 AUTHON
16347;0011038Y; RUE DE L OUDAR;1170;GEX;6.067299973800585;46.33862560502472; RUE DE L OUDAR 1170 GEX;6.068436;46.338518;0.6999036363636364;middle;RUE DE OUDAR;GEX;01170;01;RUE DE OUDAR 01170 GEX
16376;0370688X;63 RUE DU COLOMBIER;37074;TOURS;0.7028001280708099;47.41789701104892;63 RUE DU COLOMBIER 37074 TOURS;-1.16296;46.166087;0.39120475935828875;low;RUE COLOMBIER;LA ROCHELLE;17000;17;RUE COLOMBIER 17000 LA ROCHELLE
16412;0771801P; AVENUE DE BRETAGNE;77270;VILLEPARISIS;2.6143641476590944;48.94854580661174; AVENUE DE BRETAGNE 77270 VILLEPARISIS;2.614364;48.948546;0.9676281818181818;high;AVENUE DE BRETAGNE;VILLEPARISIS;77270;77;AVENUE DE BRETAGNE 77270 VILLEPARISIS
16422;0170664E; RUE BLERIOT;17300;ROCHEFORT;-0.9659198029183436;45.949418811437454; RUE BLERIOT 17300 ROCHEFORT;-0.966186;45.949355;0.7136554545454545;middle;RUE LOUIS BLERIOT;ROCHEFORT;17300;17;RUE LOUIS BLERIOT 17300 ROCHEFORT
16490;0950964G; ALLEE DES MURIERS;95140;GARGES-LÈS-GONESSE;2.4046643871093254;48.97216484266679; ALLEE DES MURIERS 95140 GARGES-LÈS-GONESSE;2.404665;48.972165;0.758007822410148;middle;RUE DES MURIERS;GARGES-LÈS-GONESSE;95140;95;RUE DES MURIERS 95140 GARGES-LÈS-GONESSE
16511;0311094W;9 AVENUE DES PYRENEES;31242;L'UNION;1.4869502790146212;43.65805271958675;9 AVENUE DES PYRENEES 31242 L'UNION;2.368593;48.690694;0.4531480519480519;middle;9 AVENUE DE L UNION;JUVISY-SUR-ORGE;91260;91;9 AVENUE DE L UNION 91260 JUVISY-SUR-ORGE
16522;0491774M;3 RUE DES ECOLES;49150;BAUGÉ-EN-ANJOU;-0.1501105573324359;47.62495908729307;3 RUE DES ECOLES 49150 BAUGÉ-EN-ANJOU;-0.149752;47.625524;0.674825041322314;middle;RUE DES ECOLES (FOUGERÉ);BAUGÉ-EN-ANJOU;49150;49;RUE DES ECOLES (FOUGERÉ) 49150 BAUGÉ-EN-ANJOU
16541;0240911K; RUE PAUL EMILE VICTOR;24700;MONTPON-MÉNESTÉROL;0.1531933163260448;45.01840821495012; RUE PAUL EMILE VICTOR 24700 MONTPON-MÉNESTÉROL;0.150609;45.019142;0.9621799999999999;high;RUE PAUL EMILE VICTOR;MONTPON-MÉNESTÉROL;24700;24;RUE PAUL EMILE VICTOR 24700 MONTPON-MÉNESTÉROL
16545;0131012E; RUE DES ECOLES QUA VILLAGE;13140;MIRAMAS;5.024389768231181;43.56250536940308; RUE DES ECOLES QUA VILLAGE 13140 MIRAMAS;5.023905;43.562914;0.6171762937062937;middle;RUE DES ECOLES;MIRAMAS;13140;13;RUE DES ECOLES 13140 MIRAMAS
16569;0641243D;10 RUE BOURG VIEUX;64300;ORTHEZ;-0.7755567907158654;43.48679634563914;10 RUE BOURG VIEUX 64300 ORTHEZ;-0.775525;43.486783;0.96316;high;10 RUE BOURG-VIEUX;ORTHEZ;64300;64;10 RUE BOURG-VIEUX 64300 ORTHEZ
16607;0623377J; RUE COLBERT;62804;LIÉVIN;2.754349782292512;50.426571126265; RUE COLBERT 62804 LIÉVIN;2.75588;50.426258;0.4944358041958042;middle;RUE JEAN BAPTISTE COLBERT;LIÉVIN;62800;62;RUE JEAN BAPTISTE COLBERT 62800 LIÉVIN
16616;0720607U;21 RUE DU GRECO;72000;LE MANS;0.213135142177244;47.9740602088217;21 RUE DU GRECO 72000 LE MANS;0.194059;48.010434;0.6751817595307917;middle;21 RUE DU PRÉ;LE MANS;72000;72;21 RUE DU PRÉ 72000 LE MANS
16655;0131068R;1 ALLEE DU RHONE;13230;PORT-SAINT-LOUIS-DU-RHÔNE;4.802730448772589;43.38674776746789;1 ALLEE DU RHONE 13230 PORT-SAINT-LOUIS-DU-RHÔNE;4.816029;43.381888;0.662579090909091;middle;1 RUE DU PETIT RHÔNE;PORT-SAINT-LOUIS-DU-RHÔNE;13230;13;1 RUE DU PETIT RHÔNE 13230 PORT-SAINT-LOUIS-DU-RHÔNE
16666;0130458C; CHEMIN DE LA CROIX;13270;FOS-SUR-MER;4.946460553541199;43.43431189308987; CHEMIN DE LA CROIX 13270 FOS-SUR-MER;4.947012;43.434357;0.962210909090909;high;CHEMIN DE LA CROIX;FOS-SUR-MER;13270;13;CHEMIN DE LA CROIX 13270 FOS-SUR-MER
16679;0142234C; ROUTE DE PONT FARCY;14500;VIRE NORMANDIE;-0.8882701666952842;48.86030013505368; ROUTE DE PONT FARCY 14500 VIRE NORMANDIE;-0.893753;48.835464;0.534809881422925;middle;ROUTE DES VAUX;VIRE NORMANDIE;14500;14;ROUTE DES VAUX 14500 VIRE NORMANDIE
16680;0772078R; RUE DE LA MAIRIE;77185;LOGNES;2.627789183158817;48.83580321196543; RUE DE LA MAIRIE 77185 LOGNES;2.627789;48.835803;0.9648181818181817;high;RUE DE LA MAIRIE;LOGNES;77185;77;RUE DE LA MAIRIE 77185 LOGNES
16696;0560013K; RUE DE BRETAGNE;56308;PONTIVY;-2.974909705804426;48.0842567516204; RUE DE BRETAGNE 56308 PONTIVY;-2.969149;48.078627;0.7614509090909091;middle;RUE DE BRETAGNE;PONTIVY;56300;56;RUE DE BRETAGNE 56300 PONTIVY
16738;0332618S; AVENUE DU PAYS DE BUCH;33260;LA TESTE-DE-BUCH;-1.1392801372736068;44.61172667455694; AVENUE DU PAYS DE BUCH 33260 LA TESTE-DE-BUCH;-1.139046;44.612564;0.9641918181818181;high;AVENUE DU PAYS DE BUCH;LA TESTE-DE-BUCH;33260;33;AVENUE DU PAYS DE BUCH 33260 LA TESTE-DE-BUCH
16771;0291105U; PLACE DU CHATEAU;29671;MORLAIX;-3.82630933504932;48.57395580559768; PLACE DU CHATEAU 29671 MORLAIX;-3.825506;48.574902;0.7128509090909091;middle;PLACE DU CHÂTEAU;MORLAIX;29600;29;PLACE DU CHÂTEAU 29600 MORLAIX
16788;0491752N;1 RUE DES ECOLES;49150;BAUGÉ-EN-ANJOU;-0.1200695661424678;47.53223737468304;1 RUE DES ECOLES 49150 BAUGÉ-EN-ANJOU;-0.149707;47.625144;0.7120151239669422;middle;1 RUE DES ECOLES (FOUGERÉ);BAUGÉ-EN-ANJOU;49150;49;1 RUE DES ECOLES (FOUGERÉ) 49150 BAUGÉ-EN-ANJOU
16802;0623570U;26 RUE DU FOUR A CHAUX;62105;CALAIS;1.8583213564747445;50.94496373289567;26 RUE DU FOUR A CHAUX 62105 CALAIS;6.159755;48.753138;0.4273521925133689;middle;RUE DU CHAUX FOUR;BOUXIÈRES-AUX-DAMES;54136;54;RUE DU CHAUX FOUR 54136 BOUXIÈRES-AUX-DAMES
16811;0782238J; RUE DE SAINTES;78711;MANTES-LA-VILLE;1.696249551880228;48.98378294107093; RUE DE SAINTES 78711 MANTES-LA-VILLE;1.69625;48.983783;0.9581463636363635;high;RUE DE SAINTES;MANTES-LA-VILLE;78711;78;RUE DE SAINTES 78711 MANTES-LA-VILLE
16858;0641663K; AVENUE ABBE CESTAC;64604;ANGLET;-1.5240922169420317;43.50188875305741; AVENUE ABBE CESTAC 64604 ANGLET;-1.516815;43.500906;0.3888189256198347;low;ALLÉE EDOUARD CESTAC;ANGLET;64600;64;ALLÉE EDOUARD CESTAC 64600 ANGLET
16868;0597055Y; RUE WILSON;59490;SOMAIN;3.281920627015369;50.338378074987375; RUE WILSON 59490 SOMAIN;3.281161;50.352652;0.9721727272727273;high;RUE WILSON;SOMAIN;59490;59;RUE WILSON 59490 SOMAIN
16877;0762080Y; RUE DE SEELZE;76530;GRAND-COURONNE;1.0017386409405615;49.351485882868495; RUE DE SEELZE 76530 GRAND-COURONNE;1.001739;49.351486;0.9648145454545454;high;RUE DE SEELZE;GRAND-COURONNE;76530;76;RUE DE SEELZE 76530 GRAND-COURONNE
16907;0594851C;85 RUE DE LA REPUBLIQUE;59430;DUNKERQUE;2.35807063117889;51.028083375614415;85 RUE DE LA REPUBLIQUE 59430 DUNKERQUE;2.302067;51.030698;0.763000620842572;middle;RUE DE LA RÉPUBLIQUE FM;DUNKERQUE;59430;59;RUE DE LA RÉPUBLIQUE FM 59430 DUNKERQUE
16913;0851498S; RUE DE BOIS FOSSE;85304;CHALLANS;-1.878189918602392;46.83551737734109; RUE DE BOIS FOSSE 85304 CHALLANS;-1.87819;46.835517;0.7682882644628098;middle;RUE DE BOIS FOSSÉ;CHALLANS;85300;85;RUE DE BOIS FOSSÉ 85300 CHALLANS
16930;0040345D; ALLEE DE PROVENCE;4100;MANOSQUE;5.787270490751145;43.83116981478009; ALLEE DE PROVENCE 4100 MANOSQUE;5.78787;43.831706;0.7944481818181818;middle;ALLÉE DE PROVENCE;MANOSQUE;04100;04;ALLÉE DE PROVENCE 04100 MANOSQUE
16940;0623166E; RUE JEROME DE FRANCE;62950;NOYELLES-GODAULT;2.993529704702362;50.41923397823451; RUE JEROME DE FRANCE 62950 NOYELLES-GODAULT;2.993038;50.41837;0.9548336363636363;high;RUE JÉRÔME DE FRANCE;NOYELLES-GODAULT;62950;62;RUE JÉRÔME DE FRANCE 62950 NOYELLES-GODAULT
16963;0771459T; RUE GRANDE;77310;SAINT-FARGEAU-PONTHIERRY;2.5225433638152674;48.52988928716245; RUE GRANDE 77310 SAINT-FARGEAU-PONTHIERRY;2.522543;48.529889;0.9687481818181817;high;RUE GRANDE;SAINT-FARGEAU-PONTHIERRY;77310;77;RUE GRANDE 77310 SAINT-FARGEAU-PONTHIERRY
16976;0831569E; RUE MANIAC;83000;TOULON;5.928009525717684;43.124230864169846; RUE MANIAC 83000 TOULON;5.942248;43.122489;0.5620605194805194;middle;RUE MAISSIN;TOULON;83000;83;RUE MAISSIN 83000 TOULON
17018;0210014B;8 RUE DE SEINE;21402;CHÂTILLON-SUR-SEINE;4.5778102138924925;47.861905864527074;8 RUE DE SEINE 21402 CHÂTILLON-SUR-SEINE;2.267802;48.801273;0.48297600886917963;middle;8 RUE DE CHÂTILLON;CLAMART;92140;92;8 RUE DE CHÂTILLON 92140 CLAMART
17025;0730639Y;120 ROUTE DE L ECOLE;73400;UGINE;6.399289653416201;45.75068925565405;120 ROUTE DE L ECOLE 73400 UGINE;6.472757;45.773082;0.9532745454545454;high;120 ROUTE DE L  ECOLE;UGINE;73400;73;120 ROUTE DE L  ECOLE 73400 UGINE
17028;0241331S; CHEMIN DE PORT DE CLAUTRE;24100;BERGERAC;0.4657765420251377;44.84487719336585; CHEMIN DE PORT DE CLAUTRE 24100 BERGERAC;0.500011;44.832001;0.9576845454545454;high;CHEMIN DE PORT DE CLAUTRE;BERGERAC;24100;24;CHEMIN DE PORT DE CLAUTRE 24100 BERGERAC
17064;0831354W; CHEMIN DE LA COUDOULIERE;83183;SIX-FOURS-LES-PLAGES;5.820819766866428;43.09705075532368; CHEMIN DE LA COUDOULIERE 83183 SIX-FOURS-LES-PLAGES;5.810288;43.089777;0.6586565485362095;middle;CORNICHE DE LA COUDOULIÈRE;SIX-FOURS-LES-PLAGES;83140;83;CORNICHE DE LA COUDOULIÈRE 83140 SIX-FOURS-LES-PLAGES
17067;0752542F;21 RUE DE REUILLY;75012;PARIS 12E  ARRONDISSEMENT;2.386037482063799;48.8484732930053;21 RUE DE REUILLY 75012 PARIS 12E  ARRONDISSEMENT;2.386037;48.848473;0.5591411025145067;middle;21 RUE DE REUILLY;PARIS;75012;75;21 RUE DE REUILLY 75012 PARIS
17129;0932115U;115 ROUTE DES PETITS PONTS;93290;TREMBLAY-EN-FRANCE;2.5736285046437746;48.96688565446974;115 ROUTE DES PETITS PONTS 93290 TREMBLAY-EN-FRANCE;2.573629;48.966886;0.9715899999999998;high;115 ROUTE DES PETITS PONTS;TREMBLAY-EN-FRANCE;93290;93;115 ROUTE DES PETITS PONTS 93290 TREMBLAY-EN-FRANCE
17139;0061131X; COURS ALBERT CAMUS;6300;NICE;7.299920102794202;43.73776974723289; COURS ALBERT CAMUS 6300 NICE;3.11362;45.768712;0.4822439669421487;middle;ALLÉE ALBERT CAMUS;CLERMONT-FERRAND;63000;63;ALLÉE ALBERT CAMUS 63000 CLERMONT-FERRAND
17141;0623377J; RUE COLBERT;62804;LIÉVIN;2.754349782292512;50.426571126265; RUE COLBERT 62804 LIÉVIN;2.75588;50.426258;0.4944358041958042;middle;RUE JEAN BAPTISTE COLBERT;LIÉVIN;62800;62;RUE JEAN BAPTISTE COLBERT 62800 LIÉVIN
17197;0490404Y;1 RUE DU FIEF PRIEUR;49230;SÈVREMOINE;-1.19202940493836;47.09961471295977;1 RUE DU FIEF PRIEUR 49230 SÈVREMOINE;-0.995534;47.1248;0.3926022727272727;low;1 PLACE DU PRIEURÉ (ST MACAIRE-EN-MAUGES);SÈVREMOINE;49230;49;1 PLACE DU PRIEURÉ (ST MACAIRE-EN-MAUGES) 49230 SÈVREMOINE
17200;0060679F;40 PLACE DON BOSCO;6046;NICE;7.281539631301335;43.70932397402745;40 PLACE DON BOSCO 6046 NICE;-1.533777;47.238719;0.4868651515151515;middle;PLACE DON BOSCO;NANTES;44300;44;PLACE DON BOSCO 44300 NANTES
17269;0132472S;44 BOULEVARD BARRY ST JUST;13013;MARSEILLE 13E  ARRONDISSEMENT;5.409819445493916;43.31792263408475;44 BOULEVARD BARRY ST JUST 13013 MARSEILLE 13E  ARRONDISSEMENT;5.409824;43.317924;0.5138363636363636;middle;44 BOULEVARD BARRY;MARSEILLE;13013;13;44 BOULEVARD BARRY 13013 MARSEILLE
17279;0490780G; RUE MARET;49300;CHOLET;-0.8787595984219164;47.069848202473445; RUE MARET 49300 CHOLET;-0.87841;47.069658;0.7135509790209791;middle;RUE LÉON MARET;CHOLET;49300;49;RUE LÉON MARET 49300 CHOLET
17291;0060547M;129 ALLEE SIMONE VEIL;6700;SAINT-LAURENT-DU-VAR;7.1829557185255;43.65901277281532;129 ALLEE SIMONE VEIL 6700 SAINT-LAURENT-DU-VAR;7.190542;43.669871;0.7495954545454544;middle;ALLÉE SIMONE VEIL;SAINT-LAURENT-DU-VAR;06700;06;ALLÉE SIMONE VEIL 06700 SAINT-LAURENT-DU-VAR
17316;0131808V;12 AVENUE DE TOUR SAINTE STE MARTHE;13014;MARSEILLE 14E  ARRONDISSEMENT;5.388245141467823;43.34356625422274;12 AVENUE DE TOUR SAINTE STE MARTHE 13014 MARSEILLE 14E  ARRONDISSEMENT;5.388076;43.326154;0.43050759213759215;middle;CHEMIN DE SAINTE MARTHE;MARSEILLE;13014;13;CHEMIN DE SAINTE MARTHE 13014 MARSEILLE
