;pseudo_provisoire;adresse_cleaned;codepost;nom_commune_postal;longitude_ref;latitude_ref;requete;x;y;score;trust_score;street;city;pc_city;code_dept;address
8685;0370033K;63 RUE DU COLOMBIER;37074;TOURS;0.7032795856209748;47.418102805373934;63 RUE DU COLOMBIER 37074 TOURS;-1.16296;46.166087;0.39120475935828875;low;RUE COLOMBIER;LA ROCHELLE;17000;17;RUE COLOMBIER 17000 LA ROCHELLE
8697;0441875Z; RUE DE TREVELLEC;44220;COUËRON;-1.6999602321558562;47.21720820830678; RUE DE TREVELLEC 44220 COUËRON;-1.688955;47.217109;0.53428;middle;RUE DE LA SALLE;COUËRON;44220;44;RUE DE LA SALLE 44220 COUËRON
8736;0331337Z; PLACE DU GENERAL DE GAULLE;33260;LA TESTE-DE-BUCH;-1.1527324714990057;44.538653519818666; PLACE DU GENERAL DE GAULLE 33260 LA TESTE-DE-BUCH;-1.133459;44.636473;0.9598045454545453;high;PLACE DU GENERAL DE GAULLE;LA TESTE-DE-BUCH;33260;33;PLACE DU GENERAL DE GAULLE 33260 LA TESTE-DE-BUCH
8780;0641373V; RUE D ELISSACILIO;64700;HENDAYE;-1.771593464715676;43.37118978278296; RUE D ELISSACILIO 64700 HENDAYE;-1.758069;43.362749;0.5506214049586777;middle;RUE D ORIO;HENDAYE;64700;64;RUE D ORIO 64700 HENDAYE
8798;0133100Z; QUARTIER DE L OUVIERE;13710;FUVEAU;5.553669846046841;43.452838795187255; QUARTIER DE L OUVIERE 13710 FUVEAU;5.550338;43.450106;0.5657520661157024;middle;L OUVIERE;FUVEAU;13710;13;L OUVIERE 13710 FUVEAU
8816;0595026T; SQUARE COPERNIC;59820;GRAVELINES;2.1172101605145466;50.99800471503036; SQUARE COPERNIC 59820 GRAVELINES;2.11883;50.996164;0.6149399999999999;middle;SQUARE CHENIER;GRAVELINES;59820;59;SQUARE CHENIER 59820 GRAVELINES
8844;0011028M; PLACE ;1700;MIRIBEL;4.952199544231597;45.82267019350871; PLACE  1700 MIRIBEL;5.206792;45.486146;0.6102673796791445;middle;PLACE MIRIBEL;CHÂTONNAY;38440;38;PLACE MIRIBEL 38440 CHÂTONNAY
8867;0741766T;115 ROUTE DE TANINGES;74100;ANNEMASSE;6.2396101645759225;46.19859195664222;115 ROUTE DE TANINGES 74100 ANNEMASSE;6.277191;46.185085;0.6498118181818181;middle;115 ROUTE DE TANINGES;VÉTRAZ-MONTHOUX;74100;74;115 ROUTE DE TANINGES 74100 VÉTRAZ-MONTHOUX
8886;0931764M;6 RUE SAINT LOUIS;93500;PANTIN;2.418140466498763;48.891413265246925;6 RUE SAINT LOUIS 93500 PANTIN;2.41814;48.891413;0.966740909090909;high;6 RUE SAINT - LOUIS;PANTIN;93500;93;6 RUE SAINT - LOUIS 93500 PANTIN
8891;0211143D; RUE DE BRETAGNE;21130;AUXONNE;5.409300467312793;47.19250090450839; RUE DE BRETAGNE 21130 AUXONNE;5.408931;47.192749;0.9528736363636362;high;RUE DE BRETAGNE;AUXONNE;21130;21;RUE DE BRETAGNE 21130 AUXONNE
8918;0910509J; RUE RENOIR;91600;SAVIGNY-SUR-ORGE;2.3403800488760957;48.672728406694766; RUE RENOIR 91600 SAVIGNY-SUR-ORGE;2.34038;48.672728;0.7023809090909091;middle;RUE AUGUSTE RENOIR;SAVIGNY-SUR-ORGE;91600;91;RUE AUGUSTE RENOIR 91600 SAVIGNY-SUR-ORGE
8922;0491204T;8 RUE DE LA BOUCLE D OR;49110;MONTREVAULT-SUR-EVRE;-1.0811303731246458;47.30001024846026;8 RUE DE LA BOUCLE D OR 49110 MONTREVAULT-SUR-EVRE;-1.044094;47.260651;0.5223227272727272;middle;RUE DE L ÈVRE (MONTREVAULT);MONTREVAULT-SUR-ÈVRE;49110;49;RUE DE L ÈVRE (MONTREVAULT) 49110 MONTREVAULT-SUR-ÈVRE
8923;0311329B;9 AVENUE DES PYRENEES;31242;L'UNION;1.4863196177633384;43.65780725233942;9 AVENUE DES PYRENEES 31242 L'UNION;2.368593;48.690694;0.4531480519480519;middle;9 AVENUE DE L UNION;JUVISY-SUR-ORGE;91260;91;9 AVENUE DE L UNION 91260 JUVISY-SUR-ORGE
8944;0342167W; AVENUE DU PIN;34140;MÈZE;3.595200555190244;43.42199876686488; AVENUE DU PIN 34140 MÈZE;3.59419;43.42174;0.6391401298701298;middle;AVENUE DES PINS;MÈZE;34140;34;AVENUE DES PINS 34140 MÈZE
8966;0870256F;18 RUE DU PUY LAS RODAS;87100;LIMOGES;1.2378151832083215;45.82747066373654;18 RUE DU PUY LAS RODAS 87100 LIMOGES;1.237815;45.827471;0.800172870813397;middle;18 RUE DU PUY LAS RODAS;LIMOGES;87000;87;18 RUE DU PUY LAS RODAS 87000 LIMOGES
8973;0134101M;538 CHEMIN DE LA MADRAGUEVILLE;13015;MARSEILLE 15E  ARRONDISSEMENT;5.355397620915075;43.34696856228714;538 CHEMIN DE LA MADRAGUEVILLE 13015 MARSEILLE 15E  ARRONDISSEMENT;5.358877;43.332747;0.5846520979020978;middle;CHEMIN DE LA MADRAGUE VILLE;MARSEILLE;13015;13;CHEMIN DE LA MADRAGUE VILLE 13015 MARSEILLE
9062;0330624Z; CHEMIN DU PARC;33610;CESTAS;-0.7003512208236473;44.77031613701328; CHEMIN DU PARC 33610 CESTAS;-0.678801;44.736498;0.5922263636363636;middle;CHEMIN DU BIALA;CESTAS;33610;33;CHEMIN DU BIALA 33610 CESTAS
9066;0595668R; RUE HAUTE;59600;MAUBEUGE;3.9419800581391087;50.27003223799972; RUE HAUTE 59600 MAUBEUGE;3.940148;50.269623;0.9693563636363636;high;RUE HAUTE;MAUBEUGE;59600;59;RUE HAUTE 59600 MAUBEUGE
9104;0890789Z;4 AVENUE DE PROVENCE;89010;AUXERRE;3.584158416074805;47.78637444088039;4 AVENUE DE PROVENCE 89010 AUXERRE;3.530972;47.800316;0.5063081818181817;middle;4 AVENUE D AUXERRE;SAINT-GEORGES-SUR-BAULCHE;89000;89;4 AVENUE D AUXERRE 89000 SAINT-GEORGES-SUR-BAULCHE
9107;0132478Y; ALLEE DE L ENSOULEILADO;13170;LES PENNES-MIRABEAU;5.338550311481926;43.41877663563038; ALLEE DE L ENSOULEILADO 13170 LES PENNES-MIRABEAU;5.338319;43.418988;0.8214017810760668;middle;ALLEE DE L’ENSOULEIADO;LES PENNES-MIRABEAU;13170;13;ALLEE DE L’ENSOULEIADO 13170 LES PENNES-MIRABEAU
9172;0595702C; RUE DU MOULIN HAUT;59820;GRAVELINES;2.1393006633949443;50.9851899774591; RUE DU MOULIN HAUT 59820 GRAVELINES;2.139953;50.985349;0.9666972727272726;high;RUE DU MOULIN HAUT;GRAVELINES;59820;59;RUE DU MOULIN HAUT 59820 GRAVELINES
9178;0460437A; PLACE GENERAL DE GAULLE;46000;CAHORS;1.441980155144938;44.44751179833741; PLACE GENERAL DE GAULLE 46000 CAHORS;0.108182;49.489775;0.5983811483253588;middle;PLACE GÉNÉRAL DE GAULLE;LE HAVRE;76600;76;PLACE GÉNÉRAL DE GAULLE 76600 LE HAVRE
9183;0290864G; PLACE FAUTRAS;29200;BREST;-4.490410556498344;48.39153021264375; PLACE FAUTRAS 29200 BREST;-4.491928;48.390018;0.693526083916084;middle;RUE FAUTRAS;BREST;29200;29;RUE FAUTRAS 29200 BREST
9192;0333474X; RUE JEAN ARTUS;33100;BORDEAUX;-0.5822539078801775;44.86151504621116; RUE JEAN ARTUS 33100 BORDEAUX;-0.583081;44.862044;0.770220909090909;middle;RUE JEAN ARTUS;BORDEAUX;33300;33;RUE JEAN ARTUS 33300 BORDEAUX
9195;0597055Y; RUE WILSON;59490;SOMAIN;3.281920627015369;50.338378074987375; RUE WILSON 59490 SOMAIN;3.281161;50.352652;0.9721727272727273;high;RUE WILSON;SOMAIN;59490;59;RUE WILSON 59490 SOMAIN
9199;0623319W; AVENUE GUY MOLLET;62504;SAINT-OMER;2.268110485820315;50.74793295820588; AVENUE GUY MOLLET 62504 SAINT-OMER;2.26847;50.748039;0.6554363636363636;middle;RUE GUY MOLLET;SAINT-OMER;62500;62;RUE GUY MOLLET 62500 SAINT-OMER
9212;0410832G;21 RUE D AUVERGNE;41016;BLOIS;1.3361599510962792;47.59604363937801;21 RUE D AUVERGNE 41016 BLOIS;1.528004;47.291553;0.2629420393120393;low;ROUTE DE BLOIS;BILLY;41130;41;ROUTE DE BLOIS 41130 BILLY
9214;0596643A; ROUTE DE STEENVOORDE;59470;WORMHOUT;2.474560653972779;50.88124298736714; ROUTE DE STEENVOORDE 59470 WORMHOUT;2.478766;50.872153;0.9628563636363636;high;ROUTE DE STEENVOORDE;WORMHOUT;59470;59;ROUTE DE STEENVOORDE 59470 WORMHOUT
9248;0596462D; RUE DE CHAMBERY;59146;PECQUENCOURT;3.226379875607215;50.37211194801454; RUE DE CHAMBERY 59146 PECQUENCOURT;3.225519;50.372702;0.9597036363636363;high;RUE DE CHAMBERY;PECQUENCOURT;59146;59;RUE DE CHAMBERY 59146 PECQUENCOURT
9306;0870425P; ROUTE DE LIMOGES;87240;AMBAZAC;1.4019102105481118;45.95818992470964; ROUTE DE LIMOGES 87240 AMBAZAC;1.408762;45.929193;0.6127425974025974;middle;ROUTE DES MOULINS;AMBAZAC;87240;87;ROUTE DES MOULINS 87240 AMBAZAC
9382;0730760E;3 PLACE DE L EGLISE;73203;ALBERTVILLE;6.390970389743636;45.67786915806447;3 PLACE DE L EGLISE 73203 ALBERTVILLE;6.397109;45.671151;0.4899967311411992;middle;3 PLACE DE CONFLANS;ALBERTVILLE;73200;73;3 PLACE DE CONFLANS 73200 ALBERTVILLE
9387;0100443C;19 RUE PAUL VAILLANT COUTURIER;10100;ROMILLY-SUR-SEINE;3.75577948583586;48.501582958815945;19 RUE PAUL VAILLANT COUTURIER 10100 ROMILLY-SUR-SEINE;3.71834;48.515427;0.963850909090909;high;19 RUE PAUL VAILLANT COUTURIER;ROMILLY-SUR-SEINE;10100;10;19 RUE PAUL VAILLANT COUTURIER 10100 ROMILLY-SUR-SEINE
9412;0333356U;69 RUE DE BEL AIR;33290;BLANQUEFORT;-0.6694270428134653;44.90493153375892;69 RUE DE BEL AIR 33290 BLANQUEFORT;-0.642268;44.925159;0.5852472727272728;middle;69 RUE DE LINAS;BLANQUEFORT;33290;33;69 RUE DE LINAS 33290 BLANQUEFORT
9427;0572591G;  ;57525;TALANGE;6.168169860675167;49.23497014806903;   57525 TALANGE;6.171479;49.232879;0.9448536363636363;high;TALANGE;TALANGE;57525;57;TALANGE
9432;0060342P;114 AVENUE SAINTE MARGUERITE;6200;NICE;7.212200619988724;43.67852511936088;114 AVENUE SAINTE MARGUERITE 6200 NICE;7.200929;43.691404;0.7485368531468531;middle;AVENUE SAINTE-MARGUERITE;NICE;06200;06;AVENUE SAINTE-MARGUERITE 06200 NICE
9452;0492009T; RUE DU CHANOINE BRILLOUET;49620;MAUGES-SUR-LOIRE;-0.8620496582844398;47.35972814300442; RUE DU CHANOINE BRILLOUET 49620 MAUGES-SUR-LOIRE;-0.858775;47.345121;0.473435909090909;middle;RUE DU TRANCHET (LA POMMERAYE);MAUGES-SUR-LOIRE;49620;49;RUE DU TRANCHET (LA POMMERAYE) 49620 MAUGES-SUR-LOIRE
9454;0761211D; AVENUE LENINE;76700;GONFREVILLE-L'ORCHER;0.229013178909068;49.49858188735826; AVENUE LENINE 76700 GONFREVILLE-L'ORCHER;0.229013;49.498582;0.5948560205831903;middle;AVENUE MARCEL LE MIGNOT;GONFREVILLE-L ORCHER;76700;76;AVENUE MARCEL LE MIGNOT 76700 GONFREVILLE-L ORCHER
9495;0130987C; ROUTE DE SAUSSET;13500;MARTIGUES;5.09400018596023;43.36334873736721; ROUTE DE SAUSSET 13500 MARTIGUES;5.076436;43.371129;0.9714372727272726;high;ROUTE DE SAUSSET;MARTIGUES;13500;13;ROUTE DE SAUSSET 13500 MARTIGUES
9510;0492342E; SQUARE BALZAC;49400;SAUMUR;-0.0792899347847507;47.25183326974741; SQUARE BALZAC 49400 SAUMUR;-0.080288;47.252663;0.5979918181818181;middle;AVENUE BALZAC;SAUMUR;49400;49;AVENUE BALZAC 49400 SAUMUR
9598;0595049T;4 RUE DU CHATEAU;59600;MAUBEUGE;3.9558198435368968;50.27525318497932;4 RUE DU CHATEAU 59600 MAUBEUGE;3.955223;50.275004;0.9676672727272727;high;4 RUE DU CHÂTEAU;MAUBEUGE;59600;59;4 RUE DU CHÂTEAU 59600 MAUBEUGE
9602;0573778X;7 RUE EDOURAD BELIN;57000;METZ;6.222114286863877;49.10428958367456;7 RUE EDOURAD BELIN 57000 METZ;6.186293;49.073549;0.5363097402597402;middle;7 RUE DU BOURDON;METZ;57000;57;7 RUE DU BOURDON 57000 METZ
9629;0440267B;3 RUE VASCO DE GAMA;44800;SAINT-HERBLAIN;-1.6242897733327155;47.22104838679588;3 RUE VASCO DE GAMA 44800 SAINT-HERBLAIN;-1.659157;47.208406;0.6040571074380164;middle;RUE DE LA GARE;SAINT-HERBLAIN;44800;44;RUE DE LA GARE 44800 SAINT-HERBLAIN
9636;0622870H; RUE ANTOINE DE SAINT EXUPERY;62660;BEUVRY;2.666159744645376;50.51925440433714; RUE ANTOINE DE SAINT EXUPERY 62660 BEUVRY;2.9048;42.694735;0.6619751948051948;middle;RUE ANTOINE DE SAINT EXUPERY;PERPIGNAN;66000;66;RUE ANTOINE DE SAINT EXUPERY 66000 PERPIGNAN
9640;0595507R; RUE JEAN BAPTISTE CARPEAUX;59650;VILLENEUVE-D'ASCQ;3.1571301946635644;50.639208185958005; RUE JEAN BAPTISTE CARPEAUX 59650 VILLENEUVE-D'ASCQ;3.143843;50.621878;0.6547831404958677;middle;RUE JEAN BAPTISTE LULLY;VILLENEUVE-D ASCQ;59650;59;RUE JEAN BAPTISTE LULLY 59650 VILLENEUVE-D ASCQ
9647;0782096E; RUE MERMOZ;78200;MANTES-LA-JOLIE;1.6824632933631984;49.00072775069872; RUE MERMOZ 78200 MANTES-LA-JOLIE;1.682463;49.000728;0.7575981818181818;middle;RUE JEAN MERMOZ;MANTES-LA-JOLIE;78200;78;RUE JEAN MERMOZ 78200 MANTES-LA-JOLIE
9671;0010066S;1273 ROUTE DE TREVOUX;1600;SAINT-DIDIER-DE-FORMANS;4.768870113705693;45.943486742885554;1273 ROUTE DE TREVOUX 1600 SAINT-DIDIER-DE-FORMANS;4.783805;45.951533;0.739187754010695;middle;ROUTE DE TREVOUX;SAINT-DIDIER-DE-FORMANS;01600;01;ROUTE DE TREVOUX 01600 SAINT-DIDIER-DE-FORMANS
9680;0021681S; RUE CONDORCET;2430;GAUCHY;3.2894794758120875;49.822280603444966; RUE CONDORCET 2430 GAUCHY;3.290622;49.822428;0.7715307692307691;middle;RUE CONDORCET;GAUCHY;02430;02;RUE CONDORCET 02430 GAUCHY
9692;0062086K;13 RUE AUGUSTE ESCOFFIER;6300;NICE;7.292590007351519;43.72081975756415;13 RUE AUGUSTE ESCOFFIER 6300 NICE;7.272342;43.696952;0.5176357342657342;middle;CALADA AUGUSTE ESCOFFIER;NICE;06000;06;CALADA AUGUSTE ESCOFFIER 06000 NICE
9733;0060954E;90 AVENUE ANTOINE DE SAINT EXUPERY;6100;NICE;7.272070544902264;43.73411229276378;90 AVENUE ANTOINE DE SAINT EXUPERY 6100 NICE;1.896171;50.946317;0.743910909090909;middle;90 AVENUE ANTOINE DE SAINT EXUPÉRY;CALAIS;62100;62;90 AVENUE ANTOINE DE SAINT EXUPÉRY 62100 CALAIS
9753;0572391P;20 RUE SAINTE CROIX;57204;SARREGUEMINES;7.067569623968391;49.1111417054553;20 RUE SAINTE CROIX 57204 SARREGUEMINES;7.118795;49.123682;0.5933686561264822;middle;20 RUE SAINTE BARBE;SARREGUEMINES;57200;57;20 RUE SAINTE BARBE 57200 SARREGUEMINES
9772;0333513P;5 RUE MARIE JACQUARD;33510;ANDERNOS-LES-BAINS;-1.1049963454451486;44.748655647310166;5 RUE MARIE JACQUARD 33510 ANDERNOS-LES-BAINS;-1.075556;44.766697;0.6568856684491978;middle;5 RUE JOSEPH JACQUARD;ANDERNOS-LES-BAINS;33510;33;5 RUE JOSEPH JACQUARD 33510 ANDERNOS-LES-BAINS
9819;0400080V; AVENUE KENNEDY;40280;SAINT-PIERRE-DU-MONT;-0.4942284906893038;43.87462206862397; AVENUE KENNEDY 40280 SAINT-PIERRE-DU-MONT;-0.489542;43.868965;0.5282849478390462;middle;AV DU PDT J FITZGERALD KENNEDY;SAINT-PIERRE-DU-MONT;40280;40;AV DU PDT J FITZGERALD KENNEDY 40280 SAINT-PIERRE-DU-MONT
9852;0260066F;3 RUE GEORGES BERNARD;26106;ROMANS-SUR-ISÈRE;5.040706521207118;45.046828160556124;3 RUE GEORGES BERNARD 26106 ROMANS-SUR-ISÈRE;5.041395;45.045978;0.8025381818181817;middle;3 RUE GEORGES BERNARD;ROMANS-SUR-ISÈRE;26100;26;3 RUE GEORGES BERNARD 26100 ROMANS-SUR-ISÈRE
9858;0160147Y; RUE SAINT VINCENT DE PAUL;16000;ANGOULÊME;0.1146606281321684;45.64819283912748; RUE SAINT VINCENT DE PAUL 16000 ANGOULÊME;0.116611;45.648267;0.9695172727272727;high;RUE SAINT VINCENT DE PAUL;ANGOULÊME;16000;16;RUE SAINT VINCENT DE PAUL 16000 ANGOULÊME
9866;0170929T; RUE EMILE COMBES;17440;AYTRÉ;-1.1372095754943463;46.14135144744666; RUE EMILE COMBES 17440 AYTRÉ;-1.136083;46.14111;0.9628818181818181;high;RUE EMILE COMBES;AYTRÉ;17440;17;RUE EMILE COMBES 17440 AYTRÉ
9867;0301768J; CHEMIN DES HAUTS DE NIMES;30900;NÎMES;4.291770085371295;43.86182597818679; CHEMIN DES HAUTS DE NIMES 30900 NÎMES;4.297139;43.864501;0.9686618181818182;high;CHEMIN DES HAUTS DE NÎMES;NÎMES;30900;30;CHEMIN DES HAUTS DE NÎMES 30900 NÎMES
9887;0623500T; PLACE ROGER SALENGRO;62880;ANNAY;2.877830268952044;50.46209803945493; PLACE ROGER SALENGRO 62880 ANNAY;2.865857;50.473558;0.7116685923753665;middle;PLACE ROGER SALENGRO;VENDIN-LE-VIEIL;62880;62;PLACE ROGER SALENGRO 62880 VENDIN-LE-VIEIL
9891;0830539K;  ;83400;HYÈRES;6.383939600684058;43.00810276397651;   83400 HYÈRES;6.20255;43.116731;0.9536799999999999;high;HYÈRES;HYÈRES;83400;83;HYÈRES
9906;0441986V; RUE VICTOR HUGO;44470;CARQUEFOU;-1.483389333351593;47.28290381178049; RUE VICTOR HUGO 44470 CARQUEFOU;-1.483787;47.28288;0.9601172727272728;high;RUE VICTOR HUGO;CARQUEFOU;44470;44;RUE VICTOR HUGO 44470 CARQUEFOU
9925;0332606D; RUE ERIK SATIE;33270;FLOIRAC;-0.5074118555496515;44.84244984506772; RUE ERIK SATIE 33270 FLOIRAC;-0.507724;44.842136;0.9559536363636364;high;RUE ERIK SATIE;FLOIRAC;33270;33;RUE ERIK SATIE 33270 FLOIRAC
9942;0210368L; RUE DE LA MOTTE;21200;BEAUNE;4.870659536612143;47.03791902837363; RUE DE LA MOTTE 21200 BEAUNE;4.871573;47.037795;0.9667381818181817;high;RUE DE LA MOTTE;BEAUNE;21200;21;RUE DE LA MOTTE 21200 BEAUNE
9951;0241002J;  ;24660;COULOUNIEIX-CHAMIERS;0.6888697161746365;45.15747387642523;   24660 COULOUNIEIX-CHAMIERS;0.688382;45.17294;0.9445436363636364;high;COULOUNIEIX-CHAMIERS;COULOUNIEIX-CHAMIERS;24660;24;COULOUNIEIX-CHAMIERS
9986;0160894K;19 RUE DU 19 MARS 1962;16800;SOYAUX;0.2054194135183264;45.654803707843165;19 RUE DU 19 MARS 1962 16800 SOYAUX;0.186294;45.640331;0.49392984478935703;middle;RUE DU 8 MAI 1945;SOYAUX;16800;16;RUE DU 8 MAI 1945 16800 SOYAUX
9991;0130458C; CHEMIN DE LA CROIX;13270;FOS-SUR-MER;4.946460553541199;43.43431189308987; CHEMIN DE LA CROIX 13270 FOS-SUR-MER;4.947012;43.434357;0.962210909090909;high;CHEMIN DE LA CROIX;FOS-SUR-MER;13270;13;CHEMIN DE LA CROIX 13270 FOS-SUR-MER
10008;0881764P;23 RUE BOULAY DE LA MEURTHE;88000;EPINAL;6.442746915825593;48.192294362244176;23 RUE BOULAY DE LA MEURTHE 88000 EPINAL;6.443332;48.178843;0.9665318181818181;high;23 RUE BOULAY DE LA MEURTHE;ÉPINAL;88000;88;23 RUE BOULAY DE LA MEURTHE 88000 ÉPINAL
10027;0011364C;218 CHEMIN PIERRE LONGUE;1200;VALSERHÔNE;5.826358786474289;46.12640361882674;218 CHEMIN PIERRE LONGUE 1200 VALSERHÔNE;5.827232;46.126306;0.7507352066115702;middle;218 CHEMIN DE PIERRE LONGUE;VALSERHÔNE;01200;01;218 CHEMIN DE PIERRE LONGUE 01200 VALSERHÔNE
10041;0240293N; RUE LEO LAGRANGE;24120;TERRASSON-LAVILLEDIEU;1.29362375794267;45.13288835543417; RUE LEO LAGRANGE 24120 TERRASSON-LAVILLEDIEU;1.292899;45.132593;0.7775475628626691;middle;AVENUE LÉO LAGRANGE;TERRASSON-LAVILLEDIEU;24120;24;AVENUE LÉO LAGRANGE 24120 TERRASSON-LAVILLEDIEU
10045;0570087K;59 RUE MARECHAL FOCH;57501;SAINT-AVOLD;6.693049526729112;49.105498642036814;59 RUE MARECHAL FOCH 57501 SAINT-AVOLD;6.692711;49.105051;0.7404463636363635;middle;59 RUE DU MARECHAL FOCH;SAINT-AVOLD;57500;57;59 RUE DU MARECHAL FOCH 57500 SAINT-AVOLD
10076;0610721C;10 RUE DU COLLEGE;61203;ARGENTAN;-0.0147195463236812;48.7465696822254;10 RUE DU COLLEGE 61203 ARGENTAN;-0.016228;48.745911;0.7695209917355371;middle;10 RUE DU COLLÈGE;ARGENTAN;61200;61;10 RUE DU COLLÈGE 61200 ARGENTAN
10078;0593660H; RUE EDOUARD HERRIOT;59373;LOOS;3.006710500148804;50.60889499400215; RUE EDOUARD HERRIOT 59373 LOOS;3.006162;50.608852;0.6968555485893417;middle;RUE ÉDOUARD HERRIOT;LOOS;59120;59;RUE ÉDOUARD HERRIOT 59120 LOOS
10080;0312099N; RUE DE PROVENCE;31170;TOURNEFEUILLE;1.3372301039809724;43.58694175040986; RUE DE PROVENCE 31170 TOURNEFEUILLE;1.33839;43.585551;0.9624236363636364;high;RUE DE PROVENCE;TOURNEFEUILLE;31170;31;RUE DE PROVENCE 31170 TOURNEFEUILLE
10085;0931754B;10 ROUTE DE VILLIERS;93160;NOISY-LE-GRAND;2.5483874738695267;48.84405290850479;10 ROUTE DE VILLIERS 93160 NOISY-LE-GRAND;2.548387;48.844053;0.9652036363636362;high;10 ROUTE DE VILLIERS;NOISY-LE-GRAND;93160;93;10 ROUTE DE VILLIERS 93160 NOISY-LE-GRAND
10100;0690564N;58 RUE PIERRE DUPONT;69283;LYON 1ER ARRONDISSEMENT;4.822450416572124;45.77180923068792;58 RUE PIERRE DUPONT 69283 LYON 1ER ARRONDISSEMENT;4.822452;45.77181;0.4582776672384219;middle;58 RUE PIERRE DUPONT;LYON;69001;69;58 RUE PIERRE DUPONT 69001 LYON
10110;0691662G;53 RUE DELEUVRE;69004;LYON 4E  ARRONDISSEMENT;4.825242028069484;45.78111637801041;53 RUE DELEUVRE 69004 LYON 4E  ARRONDISSEMENT;4.825242;45.781116;0.5352207399577167;middle;53 RUE DELEUVRE;LYON;69004;69;53 RUE DELEUVRE 69004 LYON
10127;0840994Z; CHEMIN ;84200;CARPENTRAS;5.064540561249123;44.08302799003877; CHEMIN  84200 CARPENTRAS;5.080886;44.048534;0.6980862337662338;middle;CHEMIN CREUX;CARPENTRAS;84200;84;CHEMIN CREUX 84200 CARPENTRAS
10149;0133100Z; QUARTIER ;13710;FUVEAU;5.553669846046841;43.452838795187255; QUARTIER  13710 FUVEAU;5.56978;43.46316;0.5855518181818181;middle;QUARTIER SAINT CLÉ;FUVEAU;13710;13;QUARTIER SAINT CLÉ 13710 FUVEAU
10152;0442900N; IMPASSE JULIE VICTOIRE DAUBIE;44390;NORT-SUR-ERDRE;-1.5063827648245165;47.43598210026647; IMPASSE JULIE VICTOIRE DAUBIE 44390 NORT-SUR-ERDRE;-1.514629;47.438974;0.48905714285714286;middle;IMPASSE DES BIEFS;NORT-SUR-ERDRE;44390;44;IMPASSE DES BIEFS 44390 NORT-SUR-ERDRE
10176;0170063B;2 COURS DE L EUROPE;17107;SAINTES;-0.6516998885869859;45.736004222229255;2 COURS DE L EUROPE 17107 SAINTES;-1.021361;45.624817;0.5017303896103896;middle;COURS DE L EUROPE;ROYAN;17200;17;COURS DE L EUROPE 17200 ROYAN
10181;0451074Y;23 RUE CREUSE;45655;SAINT-JEAN-LE-BLANC;1.9361699803546704;47.88370477586063;23 RUE CREUSE 45655 SAINT-JEAN-LE-BLANC;1.936297;47.882909;0.7875009090909091;middle;23 RUE CREUSE;SAINT-JEAN-LE-BLANC;45650;45;23 RUE CREUSE 45650 SAINT-JEAN-LE-BLANC
10196;0352178C;6 RUE DU MOULIN DU COMTE;35000;RENNES;-1.7102398312312708;48.10834180613513;6 RUE DU MOULIN DU COMTE 35000 RENNES;-1.710829;48.108165;0.8082881818181817;middle;6 RUE MOULIN DU COMTE;RENNES;35000;35;6 RUE MOULIN DU COMTE 35000 RENNES
10197;0134086W;30 IMPASSE DES ROSES;13580;LA FARE-LES-OLIVIERS;5.1890530998149735;43.549802270249664;30 IMPASSE DES ROSES 13580 LA FARE-LES-OLIVIERS;5.189053;43.549802;0.9570418181818181;high;30 IMPASSE DES ROSES;LA FARE-LES-OLIVIERS;13580;13;30 IMPASSE DES ROSES 13580 LA FARE-LES-OLIVIERS
10198;0060162U; PLACE ;6800;CAGNES-SUR-MER;7.148269890309787;43.66383311887279; PLACE  6800 CAGNES-SUR-MER;7.145234;43.666896;0.5925032467532466;middle;PLACE GRIMALDI;CAGNES-SUR-MER;06800;06;PLACE GRIMALDI 06800 CAGNES-SUR-MER
10201;0312232H;3 PLACE INTERIEURE ROLAND GARROS;31200;TOULOUSE;1.4442101172776904;43.60463743865554;3 PLACE INTERIEURE ROLAND GARROS 31200 TOULOUSE;1.426256;43.613454;0.9668772727272728;high;3 PLACE INTÉRIEURE ROLAND GARROS;TOULOUSE;31200;31;3 PLACE INTÉRIEURE ROLAND GARROS 31200 TOULOUSE
10204;0690660T;1 PLACE LOUIS PRADEL;69203;LYON 1ER ARRONDISSEMENT;4.837567405242127;45.7680493524048;1 PLACE LOUIS PRADEL 69203 LYON 1ER ARRONDISSEMENT;4.837567;45.768049;0.4525831217838765;middle;1 PLACE LOUIS PRADEL;LYON;69001;69;1 PLACE LOUIS PRADEL 69001 LYON
10213;0290874T;2 PLACE VINET;29200;BREST;-4.454859630299255;48.399336165563454;2 PLACE VINET 29200 BREST;-4.454487;48.399233;0.9652563636363636;high;2 PLACE VINET;BREST;29200;29;2 PLACE VINET 29200 BREST
10229;0595507R; RUE JEAN BAPTISTE CARPEAUX;59650;VILLENEUVE-D'ASCQ;3.1571301946635644;50.639208185958005; RUE JEAN BAPTISTE CARPEAUX 59650 VILLENEUVE-D'ASCQ;3.143843;50.621878;0.6547831404958677;middle;RUE JEAN BAPTISTE LULLY;VILLENEUVE-D ASCQ;59650;59;RUE JEAN BAPTISTE LULLY 59650 VILLENEUVE-D ASCQ
10235;0923035Z;17 RUE TAILLADE;92700;COLOMBES;2.257108806473848;48.92762476094484;17 RUE TAILLADE 92700 COLOMBES;2.257109;48.927625;0.9689218181818181;high;17 RUE TAILLADE;COLOMBES;92700;92;17 RUE TAILLADE 92700 COLOMBES
